Site,Energy Meter (IEM3255),Tanggal,Negative active,Positive Active,Daily GHI
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-06-26,915484.02,131.49,4.106944444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-06-27,918946.4,131.99,3.36
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-06-28,921052.7,132.58,2.0772222222222223
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-06-29,922347.16,133.14,1.0933333333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-06-30,926427.11,133.71,3.984722222222222
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-07-01,930550.24,134.17,4.085833333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-07-02,934647.59,134.71,4.105277777777777
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-07-03,938766.08,135.31,4.035555555555556
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-07-04,942570.24,135.86,3.7552777777777777
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-07-05,945373.84,136.44,2.786388888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-07-06,948892.68,137.07,3.473333333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-07-07,952838.0,137.62,3.924444444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-07-08,957714.42,138.1,4.831944444444445
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-07-09,962095.46,138.56,4.325
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-07-10,966415.01,139.01,4.400277777777778
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-07-11,968798.11,139.53,2.2894444444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-07-12,973560.99,140.01,4.841111111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-07-13,976478.18,140.62,2.8158333333333334
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-07-14,979037.21,141.28,2.393611111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-07-15,983635.3,141.9,4.516666666666667
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-07-16,987427.84,142.47,3.746111111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-07-17,991326.98,142.99,3.8016666666666667
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-07-18,994835.1,143.55,3.4591666666666665
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-07-19,1000438.75,144.17,5.646944444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-07-20,1005618.4,144.78,5.2363888888888885
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-07-21,1010310.05,145.32,4.753055555555556
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-07-22,1015446.6,145.82,5.175
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-07-23,1020491.33,146.35,5.153888888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-07-24,1024623.16,146.87,4.206388888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-07-25,1029818.49,147.42,5.2972222222222225
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-07-26,1034621.25,147.94,4.943333333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-07-27,1037990.83,148.42,3.395
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-07-28,1040613.48,148.91,2.5930555555555554
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-07-29,1044820.09,149.56,4.214722222222222
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-07-30,1048492.26,150.14,3.7294444444444443
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-07-31,1053303.33,150.75,4.799166666666666
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-08-01,1058568.02,151.18,5.357222222222222
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-08-02,1060868.79,151.66,5.404166666666667
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-08-03,1063884.64,152.14,3.0533333333333332
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-08-04,1067128.03,152.62,3.174722222222222
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-08-05,1071044.96,153.12,3.8858333333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-08-06,1075136.92,153.61,4.023888888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-08-07,1079284.91,154.05,4.1241666666666665
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-08-08,1083299.38,154.57,3.8627777777777776
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-08-09,1086793.37,155.08,3.4452777777777777
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-08-10,1091180.96,155.54,4.404166666666667
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-08-11,1094079.49,156.05,2.777222222222222
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-08-12,1096207.44,156.59,2.031388888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-08-13,1099654.21,157.14,3.372777777777778
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-08-14,1103132.87,157.62,3.32
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-08-15,1108235.72,158.19,5.171111111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-08-16,1114091.69,158.78,5.8213888888888885
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-08-17,1119534.4,159.23,5.411944444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-08-18,1122779.78,159.78,3.081111111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-08-19,1125756.22,160.33,2.718611111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-08-20,1129060.7,160.89,3.1416666666666666
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-08-21,1133593.35,161.4,4.363611111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-08-22,1138230.03,161.9,4.603888888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-08-23,1142171.49,162.37,3.905
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-08-24,1147202.94,162.9,5.049166666666666
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-08-25,1151416.12,163.38,4.148611111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-08-26,1157409.28,163.95,6.028888888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-08-27,1163695.36,164.63,6.354722222222223
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-08-28,1168092.08,165.06,4.366944444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-08-29,1173481.24,165.53,5.475555555555555
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-08-30,1177067.87,166.01,3.5477777777777777
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-08-31,1181431.69,166.51,4.307222222222222
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-09-01,1187237.82,167.16,5.880833333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-09-02,1193268.5,167.7,6.138333333333334
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-09-03,1199734.23,168.51,6.559166666666667
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-09-04,1204861.99,169.05,5.240833333333334
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-09-05,1208676.1,169.54,3.8491666666666666
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-09-06,1212881.5,170.11,4.288888888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-09-07,1217630.45,170.65,4.710833333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-09-08,1221489.12,171.14,3.839722222222222
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-09-09,1224507.6,171.72,2.8958333333333335
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-09-10,1230006.69,172.29,5.513333333333334
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-09-11,1232713.46,172.84,2.5219444444444443
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-09-12,1238002.75,173.38,5.343333333333334
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-09-13,1244164.06,174.18,6.197777777777778
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-09-14,1249371.9,174.73,5.1530555555555555
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-09-15,1254059.4,175.56,4.719444444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-09-16,1257202.14,176.1,3.0794444444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-09-17,1260065.87,176.7,2.8369444444444443
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-09-18,1262263.31,177.32,1.9458333333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-09-19,1265000.52,177.95,2.5116666666666667
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-09-20,1268390.5,178.54,3.29
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-09-21,1274289.83,179.08,6.06
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-09-22,1280085.76,179.6,5.916388888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-09-23,1284407.45,180.25,4.3116666666666665
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-09-24,1290435.46,181.25,6.188888888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-09-25,1294264.53,182.1,3.8419444444444446
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-09-26,1300535.42,183.36,5.148055555555556
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-09-27,1305440.2,183.92,
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-09-28,1309919.63,184.42,1.6244444444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-09-29,1314624.12,184.99,4.714444444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-09-30,1318934.01,185.67,4.308611111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-10-01,1323685.81,186.23,4.723611111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-10-02,1327561.57,186.76,3.6905555555555556
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-10-03,1332401.5,187.27,4.7188888888888885
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-10-04,1338443.68,187.96,6.1033333333333335
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-10-05,1342510.83,188.4,3.9783333333333335
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-10-06,1348348.21,188.84,5.807777777777778
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-10-07,1351589.04,189.37,3.1847222222222222
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-10-08,1357481.59,189.89,5.929444444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-10-09,1362229.98,190.38,4.822222222222222
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-10-10,1367423.09,190.9,5.2508333333333335
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-10-11,1372139.2,191.86,4.8069444444444445
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-10-12,1378092.57,192.33,6.096666666666667
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-10-13,1382844.93,192.73,4.809166666666667
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-10-14,1388313.95,193.19,5.6930555555555555
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-10-15,1392826.26,193.73,4.669444444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-10-16,1396285.76,194.35,3.4425
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-10-17,1400832.83,195.11,4.516666666666667
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-10-18,1404651.84,195.74,3.7891666666666666
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-10-19,1409074.0,196.17,4.291944444444445
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-10-20,1412293.77,196.63,3.106666666666667
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-10-21,1416871.7,197.09,4.53
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-10-22,1422786.27,197.92,6.0008333333333335
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-10-23,1427963.34,198.44,5.1369444444444445
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-10-24,1431983.73,198.92,3.917222222222222
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-10-25,1437560.26,199.76,5.582222222222223
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-10-26,1442362.19,200.23,4.855555555555555
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-10-27,1446766.05,200.71,4.37
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-10-28,1449763.39,201.24,2.808611111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-10-29,1453876.26,201.78,4.041944444444445
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-10-30,1459587.49,202.32,5.802777777777778
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-10-31,1464892.48,203.04,5.386111111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-11-01,1470045.9,203.57,5.313055555555556
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-11-02,1474261.28,204.1,4.149166666666667
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-11-03,1479638.8,204.87,5.450555555555556
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-11-04,1485411.22,205.71,5.9527777777777775
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-11-05,1489884.12,206.31,4.334444444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-11-06,1494993.32,206.89,5.023611111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-11-07,1500667.91,207.65,5.770555555555555
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-11-08,1503111.4,208.24,2.2744444444444443
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-11-09,1508576.5,208.93,5.424722222222222
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-11-10,1515119.55,209.7,6.573888888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-11-11,1519939.59,210.27,4.578055555555555
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-11-12,1524998.62,210.82,4.8175
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-11-13,1528879.18,211.33,3.7244444444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-11-14,1532710.72,211.91,3.671111111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-11-15,1538506.47,212.49,5.676111111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-11-16,1545168.56,213.33,6.711944444444445
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-11-17,1551784.46,214.04,6.625
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-11-18,1553598.41,214.53,1.7452777777777777
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-11-19,1557161.18,215.09,3.397777777777778
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-11-20,1561448.9,215.65,4.075
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-11-21,1567237.43,216.22,5.711388888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-11-22,1572844.75,216.83,5.511666666666667
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-11-23,1577857.28,217.63,4.894722222222223
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-11-24,1584476.73,218.39,6.698611111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-11-25,1591096.51,219.19,6.663611111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-11-26,1597066.48,219.94,5.918333333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-11-27,1602208.1,220.75,5.165277777777778
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-11-28,1607786.12,221.7,5.611944444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-11-29,1613422.5,222.5,5.686944444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-11-30,1617112.85,223.07,3.660555555555556
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-12-01,1621487.41,223.74,4.474166666666667
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-12-02,1625070.16,224.35,3.5566666666666666
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-12-03,1628128.37,225.03,3.0080555555555555
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-12-04,1630794.76,225.67,2.538611111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-12-05,1635753.87,226.26,4.918333333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-12-06,1639787.74,226.84,3.883888888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-12-07,1644665.14,227.43,4.741388888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-12-08,1650602.84,228.16,5.977777777777778
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-12-09,1655174.66,228.75,4.385
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-12-10,1660160.65,229.34,4.941666666666666
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-12-11,1663961.03,229.95,3.7169444444444446
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-12-12,1669553.13,230.75,5.624444444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-12-13,1675059.79,231.31,5.480555555555555
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-12-14,1679333.13,231.81,3.991111111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-12-15,1683650.57,232.34,4.181111111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-12-16,1689484.3,232.87,5.8116666666666665
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-12-17,1693882.46,233.4,4.2725
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-12-18,1695565.62,233.97,1.527777777777778
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-12-19,1699382.77,234.57,3.6733333333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-12-20,1703093.44,235.14,3.573611111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-12-21,1706879.42,235.71,3.6794444444444445
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-12-22,1712083.28,236.18,5.222222222222222
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-12-23,1717218.95,236.59,5.153888888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-12-24,1722247.09,237.07,5.034166666666667
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-12-25,1727814.01,237.67,5.611944444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-12-26,1732388.49,238.17,4.5055555555555555
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-12-27,1736961.68,238.61,4.454722222222222
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-12-28,1742222.81,239.05,5.2811111111111115
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-12-29,1746661.6,239.52,4.306388888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-12-30,1750777.41,239.99,4.006666666666667
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2025-12-31,1754104.12,240.48,3.169722222222222
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-01-01,1757955.27,240.96,3.7602777777777776
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-01-02,1760798.17,241.41,2.691388888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-01-03,1764453.28,241.92,3.439722222222222
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-01-04,1769467.61,242.42,4.8933333333333335
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-01-05,1774794.21,242.93,5.357222222222222
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-01-06,1781093.36,243.89,6.428333333333334
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-01-07,1784687.8,244.46,3.441388888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-01-08,1789192.87,244.96,4.386388888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-01-09,1794512.12,245.75,5.316666666666666
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-01-10,1799160.01,246.33,4.435555555555555
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-01-11,1800765.25,246.95,1.4677777777777778
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-01-12,1802135.55,247.51,1.2530555555555556
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-01-13,1805265.91,248.09,2.9955555555555557
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-01-14,1808496.81,248.64,3.1505555555555556
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-01-15,1811119.38,249.19,2.395277777777778
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-01-16,1815855.56,249.69,4.668333333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-01-17,1819723.48,250.15,3.707777777777778
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-01-18,1822742.62,250.63,2.8555555555555556
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-01-19,1826711.85,251.17,3.7888888888888888
